frame,RetiGate_Sparsity,RetiGate_Latency,FrameDiff_Sparsity,FrameDiff_Latency,MOG2_Sparsity,MOG2_Latency,DISFlow_Sparsity,DISFlow_Latency,Farneback_Sparsity,Farneback_Latency,RAFT_Sparsity,RAFT_Latency
000030,97.5480407944176,25.09604103397578,55.22211486849168,0.5032079061493278,81.22619431025228,2.2360000293701887,0.6851315083199139,10.288875084370375,12.35963499731616,35.163499996997416,0.7358024691358045,726.7716249916703
000031,97.70799785292539,23.799374932423234,53.800536768652705,0.4830419784411788,81.09522275899089,1.971582998521626,0.7761674718196443,10.34437504131347,11.146752549651096,35.05070798564702,0.5455716586151405,766.6613749461249
000032,97.77949543746645,23.4416660387069,53.48019323671498,0.49512495752424,80.42533548040794,1.9534591119736433,0.8300590445518008,10.65270893741399,9.581320450885666,33.990667085163295,0.5172302737520118,684.464207966812
000033,97.82608695652173,24.748124997131526,53.94202898550724,0.584291061386466,80.17777777777778,1.972791040316224,1.0548577563070372,10.14533406123519,9.227697262479872,36.080833058804274,0.7169082125603854,743.8289580168203
000034,97.88985507246377,24.931417079642415,54.69436392914654,0.833874917589128,79.60279119699409,2.0999170374125242,1.5866881374127728,10.483082965947688,10.784111647879769,35.06220900453627,0.9891572732152465,741.3851249730214
000035,97.85679012345679,24.785625049844384,53.359527643585615,0.6394169759005308,79.02565754159957,2.0129160257056355,0.9258185721953804,10.534291970543563,9.205367686527111,35.390457953326404,1.229414922168548,721.4484999421984
000036,97.90939345142243,23.646291927434504,52.170692431562,0.5234580021351576,78.40150295222759,2.0993329817429185,1.039613526570049,10.071499971672893,8.747396672034357,35.27008299715817,0.532903918411165,709.7906669368967
000037,97.8975845410628,25.50841693300754,52.37487922705314,0.3952909028157592,77.66655931293613,2.052999916486442,0.40536768652710276,10.47950005158782,8.43349436392915,34.498624969273806,0.09533011272141456,780.3027919726446
000038,97.99892646269458,25.504249962978065,50.22823403113258,0.5437079817056656,76.98078368223295,2.1929159993305802,0.9775630703166893,10.936540900729597,9.180246913580248,34.59670802112669,0.156307031669356,711.0043750144541
000039,97.79967793880837,25.79587500076741,50.632528180354264,0.6383750587701797,76.59624261943104,2.1531248930841684,0.5898013955984993,10.881124995648861,9.263982823403117,34.30133406072855,0.193880837359095,702.9028329998255
000040,97.7105743424584,23.259458946995437,49.68416532474503,0.7325839251279831,75.41663982823404,2.180707990191877,0.558883521202358,10.796708054840565,10.199033816425118,34.32854195125401,0.4637681159420315,713.5133750271052
000041,97.75780998389693,24.622292025014758,47.239076757917346,0.4558330401778221,73.9304347826087,2.240166999399662,0.573913043478258,10.360375046730042,9.565217391304348,33.528042025864124,0.849597423510462,722.2612500190735
000042,97.64122383252818,25.250500068068504,45.41814278046162,0.5884580314159393,72.78754696725711,2.6901670498773456,0.30101986044015483,10.712541057728231,7.425442834138485,35.182083025574684,0.0,709.0581669472158
000043,97.52141706924316,25.40270797908306,45.87181964573269,0.5366249242797494,72.07793880837359,2.2159169893711805,0.2612989801395571,11.62749994546175,8.709393451422443,34.69395893625915,0.3607085346215788,706.0621669515967
000044,97.61460010735374,24.309583008289337,46.450670960815884,0.3647919511422515,70.77187332259795,2.2152080200612545,0.6789049919484702,10.560124996118248,11.53322597960279,35.16083303838968,1.1149758454106262,714.7880000993609
000045,97.58668813741278,24.282958009280264,46.3426731078905,0.9567500092089176,69.70670960815887,2.638167003169656,0.14235104669887422,10.609542019665241,11.548040794417602,34.22712499741465,0.36500268384326295,709.7377500031143
000046,97.34728931830381,25.157957919873297,45.97294685990339,0.39079191628843546,68.57026301663981,2.4415829684585333,0.4126677402039758,10.44395798817277,11.422651637144387,34.34254101011902,0.07192699946323433,701.9669159781188
000047,97.28137412775094,24.36875004786998,45.17981749865808,0.988457933999598,67.51884057971014,2.2827499778941274,0.24047235641438958,10.76637499500066,11.73998926462695,34.85304198693484,0.06376811594203113,704.8250420484692
000048,97.04347826086956,24.502959102392197,45.31186258722491,1.0147090069949627,66.32828770799786,2.450083033181727,0.4038647342995194,11.891499976627529,11.620182501341924,36.407292005605996,0.2610842726784801,717.7884170087054
000049,97.09049919484703,24.245875072665513,45.33569511540526,0.355791999027133,65.30756843800323,2.2978329798206687,0.30359634997315643,10.324624949134886,11.075254965110037,35.24229198228568,0.38711755233494793,741.9459170196205
000050,96.90950080515299,26.885375031270087,44.3113258185722,0.4612910561263561,64.53827160493827,2.476916997693479,0.39441760601180986,10.870792088098824,10.555448201825012,34.76774995215237,0.3881910896403662,724.072583951056
000051,97.22533548040795,24.846749962307513,45.182179280730004,0.547999981790781,64.09339774557165,2.3471669992432,0.5500805152979016,10.79500000923872,12.374879227053137,33.84287504013628,0.3860440150295186,758.920207968913
000052,97.27579173376274,24.82249995227903,45.63456790123457,0.38733403198421,64.15351583467526,2.9019590001553297,0.1940955448201831,10.264624957926571,12.640042941492213,34.6489999210462,0.32485238862050014,693.3539579622447
000053,96.95630703166935,27.943291002884507,45.374986580783684,0.9967080550268292,64.12088030059044,3.0848749447613955,0.510359634997315,12.44083303026855,13.224261943102523,36.961916950531304,0.3473966720343502,707.0389160653576
000054,96.80622651637144,25.904541020281613,43.10123456790124,0.399957993067801,63.321953837895876,2.3417500779032707,0.7540526033279704,10.313333012163639,8.863768115942028,35.44133296236396,0.4096618357487869,710.6929169967771
000055,96.78174986580783,25.80754109658301,40.51121846484166,0.5517079262062907,61.57659688674182,2.904667053371668,0.5968867418142731,10.749666951596737,5.017713365539455,34.3384169973433,0.23853998926463005,719.7768330806866
000056,96.61642512077294,27.38050010520965,39.61245303274289,0.5872499896213412,60.058400429414924,2.4650420527905226,0.3716586151368717,11.84191694483161,2.58894256575416,36.1961250891909,0.30831991411701676,720.6428340869024
000057,96.74889962426194,26.234457967802882,41.06731078904991,0.5245000356808305,58.68148148148148,2.3815829772502184,0.47600644122383073,10.288750054314733,2.2705314009661803,34.854874946177006,0.5947396672034366,685.9267910476774
000058,96.8109500805153,26.42783406190574,44.390552871712295,0.5685829091817141,57.39602791196994,2.338915946893394,1.1684380032206065,10.985291912220418,2.577777777777779,36.66579199489206,0.793773483628557,716.4635829394683
000059,96.96575415995706,24.706333060748875,45.38336017176597,1.0045000817626715,56.446162104133116,2.346124965697527,2.13161567364466,11.22749992646277,3.0576489533011286,33.99412496946752,0.7946323134728983,734.7392500378191
000060,97.28008588298444,25.01979097723961,47.422007514761134,0.4326660418882966,55.90746108427268,2.4200420593842864,1.8608695652173934,10.113375028595328,3.44626945786366,35.011917003430426,1.803757380568971,710.5999579653144
000061,97.18475577026302,25.302125024609268,49.901234567901234,0.45066606253385544,56.372732152442296,2.4052499793469906,9.221041331186264,10.34320902545005,10.012667740203973,34.187749959528446,11.486205045625331,742.3309580190107
000062,97.17724100912507,25.160707999020815,52.24476650563608,0.4127919673919678,56.608695652173914,2.3238329449668527,8.096618357487928,11.25741598661989,10.245625335480412,35.28512502089143,8.738593666129901,767.9029579740018
000063,97.26634460547504,26.83420793619007,54.58099838969404,0.5891670007258654,56.99645732689211,2.4565840139985085,5.42479871175523,11.55629102140665,8.573698336017177,36.14245797507465,5.736983360171766,725.186749943532
000064,97.59935587761674,24.113166029565036,56.22866344605475,0.45125000178813934,58.2430488459474,2.1306249545887113,5.208588298443373,10.339333093725145,8.623939881910891,35.13654100243002,5.199570585077828,700.5307910731062
000065,97.86409017713366,23.992166970856488,56.82791196994095,0.48229098320007324,59.843907675791726,2.3097500670701265,5.252818035426731,10.85120893549174,8.258078368223298,33.288750099018216,6.1037037037037,732.9468750394881
000066,97.6792270531401,24.83495802152902,57.070316693505106,0.5581669975072145,61.30864197530864,2.347750007174909,8.008803005904452,10.736958938650787,11.633064949006977,34.013334079645574,9.394954374664522,722.2048750845715
000067,97.88319914117015,22.867041057907045,55.50252281266774,0.532040954567492,62.74224369296832,2.379458979703486,8.372302737520132,10.234166984446347,12.486741814278046,34.49441597331315,8.224584004294144,706.4321249490604
000068,98.02297369833602,22.44224993046373,53.89071390230811,0.4895000020042062,64.6086956521739,2.2954170126467943,1.247665056360714,11.424208991229534,8.357702630166397,33.89183396939188,0.4231884057971036,724.6079589240253
000069,98.30230810520666,23.4904169337824,55.36103059581321,0.4546669078990817,66.20461621041332,2.766125020571053,1.557917337627479,10.489957989193499,5.53945249597424,33.3013340132311,1.2249060654857757,700.1959590706974
000070,98.61599570585078,23.813667008653283,55.1686527106817,0.41829096153378487,67.46301663982823,2.288250019773841,0.566183574879231,11.1890840344131,4.503703703703699,34.17883301153779,0.6836285560923194,721.0332500981167
000071,98.68663446054751,24.518874939531088,54.83993558776168,0.49750006292015314,69.20236178207193,2.3710000095888972,0.3212023617820692,10.511582950130105,4.57863660762211,34.203624934889376,0.6389694041867955,722.0073750941083
000072,98.77487922705313,23.46687496174127,54.35254965110037,0.5157499108463526,70.0216854535695,2.301792032085359,0.16747181964573699,11.774666956625879,4.859044551798175,34.61641608737409,0.4766505636070839,727.0596669986844
000073,98.75942028985507,27.09237497765571,53.87461084272678,0.567166949622333,71.20236178207193,2.2907089442014694,1.4870638754696741,10.75670903082937,5.9188405797101495,35.12324998155236,2.0019323671497613,694.7193329688162
000074,98.74782608695652,23.75820802990347,52.32506709608159,0.5032079061493278,72.44938271604939,2.295625046826899,0.35662909286097166,10.187624953687191,4.787546967257117,34.57845898810774,0.1831454643048791,727.0535840652883
000075,98.5663982823403,24.680458940565586,51.128073000536766,0.7491250289604068,73.64057971014492,2.3064580745995045,0.22973698336017367,10.961167048662901,4.878368223295759,34.64916697703302,0.06570048309179066,703.6329170223325
000076,98.47471819645732,23.803957970812917,50.49661835748792,0.5717499880120158,74.65442834138487,2.3629999486729503,0.8648416532474501,11.5844999672845,5.060869565217397,34.39470799639821,0.5245303274288737,716.5801250375807
000077,98.42640901771337,24.647500016726553,49.79624261943103,1.0798750445246696,75.87418142780461,2.5905410293489695,0.9047772410091248,10.218292009085417,4.993666129898012,34.31000001728535,0.5706924315619921,694.5247920230031
000078,98.16983360171766,24.03295796830207,49.309930220075145,0.9176250314339995,76.60246913580247,2.3963749408721924,0.7119699409554481,10.546874953433871,4.2829844337090694,36.92520898766816,0.2267310789049959,682.3835420655087
000079,98.02855609232421,24.620500043965876,48.95823939881912,0.6346660666167736,77.04412238325283,2.2627500584349036,0.7613526570048323,11.320500052534044,3.3402039720880294,33.86512491852045,0.6801932367149766,697.5623330799863
000080,97.98132045088566,24.88429204095155,47.988835212023616,0.6315420614555478,76.98400429414922,2.1908340277150273,0.16489533011272428,11.278624995611608,2.9837895866881348,34.337874967604876,0.2930756843800286,779.499875032343
000081,97.99634997316157,23.764917044900358,46.79248523886205,0.530624995008111,76.73494363929146,2.15766706969589,0.0,11.388457962311804,3.058293075684382,35.870624938979745,0.011164787976380985,726.0592499515042
000082,97.96886741814278,22.870458895340562,46.57176596886742,0.4374999552965164,76.01996779388084,2.1780410315841436,0.02941492216854691,10.431832983158529,3.096511003757385,33.727374975569546,0.0,696.5442090295255
000083,97.8308105206656,26.113333995454013,46.61964573268921,0.5579589633271098,75.06108427267849,2.8756660176441073,0.0,10.97837497945875,3.814707461084277,35.54924996569753,0.0,694.1074590431526
000084,97.99613526570047,23.547958000563085,46.76328502415459,0.5596670089289546,74.43521202361782,2.1642500068992376,0.0,11.054540984332561,4.814385399892651,34.964125021360815,0.0,719.7694170754403
000085,98.0545356951154,25.44187498278916,47.78400429414922,0.6130830151960254,73.9727321524423,1.9986670231446624,0.0,11.020167032256722,5.687385936661304,35.22087505552918,0.0,718.7849999172613
000086,97.71937734836285,24.133999948389828,48.426623725174444,0.426500104367733,74.54814814814814,1.9980829674750566,0.0,10.5188749730587,5.757595276435856,34.8062920384109,0.0,720.1672500232235
000087,97.88641975308641,24.601208977401257,48.88781535158346,0.626874971203506,75.26054750402577,2.126332954503596,0.0,10.645207948982716,5.860010735373056,34.02929205913097,0.0,693.8244999619201
000088,97.72839506172839,23.70033401530236,49.10466988727858,0.4379170713946223,75.91519055287172,1.982916030101478,0.0,11.741041904315352,6.2707461084272715,37.228249944746494,0.0,698.3899999177083
000089,97.65990338164251,23.23974994942546,49.67643585614601,0.4805000498890877,76.53762748255501,2.5785419857129455,0.272034353193773,11.304957908578217,6.953730542136338,34.24091695342213,0.46999463231347516,725.2441250020638
000090,97.51712292002146,25.51512501668185,49.17251744498121,0.5415830528363585,76.87579173376275,2.3358340840786695,0.8429414922168532,11.553084012120962,7.211379495437464,35.464667016640306,0.9975308641975267,719.0926669863984
000091,97.48062265163715,23.91749992966652,48.67418142780462,0.38870901335030794,77.09329039184112,2.1279160864651203,0.02104133118625562,11.61295804195106,6.899624261943105,34.47279194369912,0.06634460547504384,726.9773749867454
000092,97.46816961889425,24.181583081372082,49.02436929683307,0.4754170076921582,77.21953837895867,2.1165829384699464,0.10670960815888364,11.816833051852882,7.297906602254434,34.218083950690925,0.096833064949009,753.1982499640435
000093,97.34020397208803,27.651957934722304,49.15963499731616,0.4567500436678529,77.37842190016103,2.139416988939047,0.38690284487385984,11.46212499588728,8.246913580246918,37.072042003273964,0.34589371980676686,751.1853339383379
000094,97.37305421363392,24.686292046681046,49.213311862587226,0.5639169830828905,77.18024691358025,2.6563750579953194,0.7538378958668823,11.096457950770855,8.761137949543752,35.70483298972249,1.6410091250670944,716.209499980323
000095,97.33569511540526,23.72370904777199,49.26956521739131,0.37412496749311686,77.08878153515835,2.1270830184221268,0.7218464841653227,10.777250048704445,8.980783682232962,34.779165987856686,0.7349436392914632,709.9982920335606
000096,97.66677402039721,23.60037504695356,49.56156736446592,0.45220903120934963,76.71626409017713,2.57274997420609,0.2778314546430516,11.320041958242655,8.299516908212556,34.99325003940612,0.06226516371443669,703.1249579740688
000097,98.05281803542674,23.5912500647828,49.74943639291466,0.4595840582624078,76.95609232420827,2.1004159934818745,0.4036500268384313,10.496583068743348,8.897906602254423,34.13516702130437,0.07214170692431132,698.7430420704186
000098,97.88835212023618,25.755541981197894,50.62136339237788,0.634916010312736,76.65013419216318,2.1370829781517386,0.44315619967794095,11.537374928593636,9.108105206655937,35.69670801516622,0.23059581320450384,693.5261249309406
000099,97.93623188405796,24.348707986064255,51.36532474503489,0.4628339083865285,76.48502415458938,2.13629100471735,0.689425657541598,10.714291944168508,9.377348362855608,34.957249998115,0.350187869028451,716.7016249150038
