Fallback threshold,Recall (%),Mean area (%),Fallback rate (%),Area saved (%),Eff. speedup (×)
0.5,93.24812532256595,91.51909598944772,88.27451618149293,8.48090401055228,1.0715254512928931
0.6,92.20984243601809,90.02735414441862,84.92437794763377,9.972645855581376,1.0919612945194341
0.7,91.32639120799053,88.60355362283693,80.79362497967149,11.396446377163073,1.117158887624004
0.8,90.56437657488084,87.08985543721155,74.69507236949097,12.910144562788446,1.1543600585461051
0.9,89.84486474999241,85.87638099132718,66.44982924052691,14.123619008672819,1.2046560416327858
1.0,89.34090288108322,85.24779530925761,0.01626280696048138,14.752204690742388,1.6099007968775412
