Threshold,Sparsity (%),Sparsity_std,Recall_micro (%),Recall_mean (%),Recall_std (%),N_sequences,N_frames,N_gt_objects
0.01,92.8865469421953,7.447483978967115,70.24195928002361,68.31885006373406,19.976643108876996,90,6208,13556
0.05,98.5576067142238,1.9019860522201602,93.32398937739747,92.54977911802948,10.196879893996028,90,6208,13556
0.1,99.77635542968653,0.4174831453915325,93.85511950427855,93.32872810131846,15.075886985554401,90,6208,13556
0.2,99.99490427680499,0.019341622807564025,22.6246680436707,22.154597158122428,23.713196876323146,90,6208,13556
