frame,dense_gflops,reti_gflops,energy_savings_pct,sensing_latency_ms
000037.png,45.2,32.649899516908214,27.76570903338891,22.96374994330108
000038.png,45.2,43.03003220611916,4.800813703276196,23.080167011357844
000039.png,45.2,45.25,-0.11061946902655162,22.727167000994086
000040.png,45.2,16.754347826086956,62.932858791843024,23.642417043447495
000041.png,45.2,18.696370799785292,58.636347788085644,22.763874963857234
000042.png,45.2,13.660950080515299,69.7766591139042,24.016333045437932
000043.png,45.2,10.641599785292541,76.4566376431581,23.10179197229445
000044.png,45.2,14.764383252818035,67.33543528137604,23.75279099214822
000045.png,45.2,45.25,-0.11061946902655162,23.66829104721546
000046.png,45.2,15.917310789049921,64.78471064369486,24.21925007365644
000047.png,45.2,15.808132045088568,65.02625653741467,23.41270900797099
000048.png,45.2,44.81328502415459,0.8555641058526908,24.011540925130248
000049.png,45.2,43.98585571658615,2.686159919057196,24.434874998405576
000050.png,45.2,45.25,-0.11061946902655162,25.035709026269615
000051.png,45.2,45.25,-0.11061946902655162,23.499457980506122
000052.png,45.2,45.25,-0.11061946902655162,22.754832985810935
000053.png,45.2,43.64871175523349,3.4320536388639633,23.90295802615583
000054.png,45.2,45.25,-0.11061946902655162,24.37170804478228
000055.png,45.2,45.25,-0.11061946902655162,23.3274589991197
000056.png,45.2,45.25,-0.11061946902655162,23.6650831066072
000057.png,45.2,45.25,-0.11061946902655162,22.643125033937395
000058.png,45.2,42.73888888888889,5.444936086529017,24.223415995948017
000059.png,45.2,44.376570048309176,1.8217476807319222,22.82849990297109
000060.png,45.2,42.37495974235105,6.250089065595022,23.250665981322527
000061.png,45.2,43.72149758454106,3.271023043050758,22.997083025984466
000062.png,45.2,39.86384863123994,11.805644621150579,22.59225002489984
000063.png,45.2,34.11376811594203,24.527061690393747,23.564875009469688
000064.png,45.2,34.25933977455717,24.205000498767326,22.56591699551791
000065.png,45.2,34.58687600644122,23.480362817607915,22.842374979518354
000066.png,45.2,39.17238325281804,13.335435281376029,22.790957940742373
000067.png,45.2,37.68027375201288,16.636562495546737,22.21741690300405
000068.png,45.2,39.20877616747182,13.254919983469438,22.1939169568941
000069.png,45.2,39.31795491143317,13.013374089749629,22.681665956042707
000070.png,45.2,37.24355877616747,17.602746070425958,22.308249957859516
000071.png,45.2,37.46191626409018,17.11965428298634,22.951125050894916
000072.png,45.2,45.25,-0.11061946902655162,22.630332969129086
000073.png,45.2,38.15338164251207,15.589863622760902,22.18045899644494
000074.png,45.2,38.335346215780994,15.187287133227889,22.530082962475717
000075.png,45.2,38.990418679549116,13.738011770909042,22.119667031802237
000076.png,45.2,45.25,-0.11061946902655162,22.240583901293576
000077.png,45.2,39.49991948470209,12.610797600216618,23.020291002467275
000078.png,45.2,45.25,-0.11061946902655162,22.81770796980709
000079.png,45.2,45.25,-0.11061946902655162,23.049209034070373
000080.png,45.2,45.25,-0.11061946902655162,22.141083027236164
000081.png,45.2,45.25,-0.11061946902655162,21.56441705301404
000082.png,45.2,45.25,-0.11061946902655162,22.155334008857608
000083.png,45.2,45.25,-0.11061946902655162,22.849959088489413
000084.png,45.2,45.06803542673108,0.29195702050647254,23.222167044878006
000085.png,45.2,44.647333333333336,1.2227138643067903,22.793374955654144
000086.png,45.2,45.25,-0.11061946902655162,23.71575008146465
