Variant,Sparsity (%),Motion DSI,Avg Motion (px)
baseline,88.45544717282213,0.032026865,39.17259068458219
no_vor,83.94996029589453,0.00040602547,39.17259068458219
no_dog,53.27896055079565,0.09202972,39.17259068458219
no_temporal,92.83295663423732,0.163715,39.17259068458219
no_global,82.34050297588223,0.020721149,39.17259068458219
no_sac,88.45544717282213,0.0,39.17259068458219
