frame,dense_gflops,reti_gflops,energy_savings_pct
000000_10.png,2.8,0.6764425120772948,75.84133885438233
000001_10.png,2.8,0.39272120236178193,85.9742427727935
000002_10.png,2.8,0.37587611379495417,86.57585307875163
000003_10.png,2.8,0.38975738056897474,86.08009355110804
000004_10.png,2.8,0.38337885131508315,86.30789816731846
000005_10.png,2.8,0.33311411701556626,88.10306724944405
000006_10.png,2.8,0.28426816961889434,89.84756537075378
000007_10.png,2.8,0.20338529253891574,92.73623955218157
000008_10.png,2.8,0.23758647342995154,91.51476880607315
000009_10.png,2.8,0.2080805152979065,92.56855302507476
000010_10.png,2.8,0.17753451422436944,93.65948163484394
000011_10.png,2.8,0.19426537842190017,93.06195077064642
000012_10.png,2.8,0.19048996242619426,93.19678705620736
000013_10.png,2.8,0.16846870638754682,93.98326048615904
000014_10.png,2.8,0.16866108427267834,93.97638984740433
000015_10.png,2.8,0.1517859366612989,94.5790736906679
000016_10.png,2.8,0.13952184648416527,95.0170769112798
000017_10.png,2.8,0.1288448738593665,95.39839736216548
000018_10.png,2.8,0.15105249597423503,94.60526800092018
000019_10.png,2.8,0.13028169618894253,95.34708227896633
000020_10.png,2.8,0.1514252281266774,94.59195613833295
000021_10.png,2.8,0.1563849704777241,94.41482248293842
000022_10.png,2.8,0.11704970477724087,95.81965340081283
000023_10.png,2.8,0.1127091787439614,95.97467218771565
000024_10.png,2.8,0.08967793880837358,96.79721647112952
000025_10.png,2.8,0.11802962962962953,95.78465608465608
000026_10.png,2.8,0.0871650026838433,96.88696418986274
000027_10.png,2.8,0.09341728395061728,96.6636684303351
000028_10.png,2.8,0.11006999463231351,96.06892876313165
000029_10.png,2.8,0.11098378958668825,96.03629322904685
000030_10.png,2.8,0.11197573805689753,96.00086649796793
000031_10.png,2.8,0.12873064949006982,95.40247680392608
000032_10.png,2.8,0.10426258722490597,96.27633617053907
000033_10.png,2.8,0.11388749329039172,95.93258952534315
000034_10.png,2.8,0.12669865807836816,95.47504792577256
000035_10.png,2.8,0.1033367686527106,96.30940111954604
000036_10.png,2.8,0.10331272141706935,96.31025994939037
000037_10.png,2.8,0.08827117552334958,96.84745801702323
000038_10.png,2.8,0.10474353193773492,96.25915957365233
000039_10.png,2.8,0.08851765968867405,96.83865501111877
000040_10.png,2.8,0.09009275362318832,96.7824016563147
000041_10.png,2.8,0.09978378958668825,96.43629322904684
000042_10.png,2.8,0.10420246913580256,96.2784832451499
000043_10.png,2.8,0.15148534621578086,94.58980906372211
000044_10.png,2.8,0.12145636070853456,95.66227283183805
000045_10.png,2.8,0.12610348899624255,95.49630396441991
000046_10.png,2.8,0.11064712828770804,96.04831684686756
000047_10.png,2.8,0.08363607085346221,97.0129974695192
000048_10.png,2.8,0.07408330649490083,97.35416762518211
000049_10.png,2.8,0.09393429951690808,96.64520358868185
000050_10.png,2.8,0.07886870638754706,97.18326048615903
000051_10.png,2.8,0.06995319377348364,97.501671650947
000052_10.png,2.8,0.07291100375738066,97.39603558009354
000053_10.png,2.8,0.06952635534084797,97.516915880684
000054_10.png,2.8,0.10011443907675802,96.4244843186872
000055_10.png,2.8,0.09048953301127227,96.76823096388313
000056_10.png,2.8,0.08105099302200758,97.10532167778544
000057_10.png,2.8,0.19739151905528712,92.9503028908826
000058_10.png,2.8,0.19980225442834137,92.8642051989878
000059_10.png,2.8,0.19947761674718206,92.87579940188635
000060_10.png,2.8,0.18004143853998922,93.56994862357182
000061_10.png,2.8,0.1968384326355342,92.97005597730235
000062_10.png,2.8,0.09906237251744501,96.46205812437697
000063_10.png,2.8,0.09421084272678489,96.63532704547197
000064_10.png,2.8,0.1604970477724102,94.26796257955678
000065_10.png,2.8,0.1591143317230274,94.31734529560616
000066_10.png,2.8,0.1158172839506173,95.8636684303351
000067_10.png,2.8,0.1387703703703703,95.04391534391534
000068_10.png,2.8,0.11845045625335472,95.76962656238018
000069_10.png,2.8,0.11789736983360175,95.78937964879994
000070_10.png,2.8,0.11270316693505093,95.97488689517675
000071_10.png,2.8,0.10901191626409004,96.1067172762825
000072_10.png,2.8,0.14525711218464843,94.81224599340541
000073_10.png,2.8,0.12361460010735383,95.58519285330878
000074_10.png,2.8,0.13008330649490057,95.35416762518211
000075_10.png,2.8,0.12583896940418668,95.50575109270761
000076_10.png,2.8,0.11593150831991399,95.8595889885745
000077_10.png,2.8,0.13972023617820722,95.00999156506403
000078_10.png,2.8,0.1019119699409555,96.36028678782301
000079_10.png,2.8,0.10646290928609758,96.19775323978223
000080_10.png,2.8,0.11570907139023076,95.86753316463461
000081_10.png,2.8,0.1467179817498657,94.76007208036194
000082_10.png,2.8,0.14972989801395598,94.65250364235871
000083_10.png,2.8,0.1508601180891035,94.61213863967488
000084_10.png,2.8,0.12223789586688123,95.6343608618971
000085_10.png,2.8,0.1339308641975308,95.21675485008818
000086_10.png,2.8,0.1099076757917337,96.07472586458094
000087_10.png,2.8,0.17003778851315093,93.92722183881604
000088_10.png,2.8,0.19452989801395604,93.05250364235872
000089_10.png,2.8,0.14791433172302743,94.71734529560617
000090_10.png,2.8,0.14065807836822325,94.97649720113488
000091_10.png,2.8,0.12689704777241015,95.46796257955677
000092_10.png,2.8,0.11472914653784212,95.90253048079134
000093_10.png,2.8,0.12811143317230264,95.42459167241776
000094_10.png,2.8,0.111284380032206,96.02555785599264
000095_10.png,2.8,0.09830488459473959,96.48911126447358
000096_10.png,2.8,0.0852712828770799,96.95459704010429
000097_10.png,2.8,0.07107139023081052,97.46173606318533
000098_10.png,2.8,0.14401867954911438,94.85647573038877
000099_10.png,2.8,0.11025636070853455,96.06227283183804
000100_10.png,2.8,0.11593752012882445,95.8593742811134
000101_10.png,2.8,0.13178464841653245,95.29340541369527
000102_10.png,2.8,0.14094664519592065,94.96619124300283
000103_10.png,2.8,0.12327793880837361,95.59721647112951
000104_10.png,2.8,0.057917552334943695,97.93151598803772
000105_10.png,2.8,0.1838469135802468,93.43403880070547
000106_10.png,2.8,0.20418486312399348,92.70768345985736
000107_10.png,2.8,0.20466580783682242,92.69050686297062
000108_10.png,2.8,0.19291873322597958,93.1100452419293
000109_10.png,2.8,0.15143123993558788,94.59174143087185
000110_10.png,2.8,0.12419173376274836,95.5645809370447
000111_10.png,2.8,0.1382834138486312,95.06130664826318
000112_10.png,2.8,0.16760901771336564,94.01396365309408
000113_10.png,2.8,0.1428163177670425,94.89941722260562
000114_10.png,2.8,0.13001116478797653,95.35674411471511
000115_10.png,2.8,0.15286205045625345,94.5406410551338
000116_10.png,2.8,0.17618185721953838,93.7077908135879
000117_10.png,2.8,0.15722662372517449,94.38476343838661
000118_10.png,2.8,0.14532925389157278,94.8096695038724
000119_10.png,2.8,0.15802018250134175,94.3564220535235
000120_10.png,2.8,0.1622885668276972,94.20397975615367
000121_10.png,2.8,0.14556371443907662,94.80129591289011
000122_10.png,2.8,0.145635856146001,94.7987194233571
000123_10.png,2.8,0.1439525496511005,94.8588375124607
000124_10.png,2.8,0.13722533548040805,95.099095161414
000125_10.png,2.8,0.15490606548577573,94.46764051836514
000126_10.png,2.8,0.16419431025228123,94.13591749098995
000127_10.png,2.8,0.1529341921631778,94.53806456560079
000128_10.png,2.8,0.095082555018787,96.60419446361475
000129_10.png,2.8,0.11926806226516358,95.74042634767272
000130_10.png,2.8,0.13047407407407405,95.34021164021163
000131_10.png,2.8,0.176662801932367,93.69061421670118
000132_10.png,2.8,0.1381271068169619,95.06688904225136
000133_10.png,2.8,0.21901599570585067,92.17800015336248
000134_10.png,2.8,0.13693676865271062,95.10940111954605
000135_10.png,2.8,0.12246634460547491,95.62620197837589
000136_10.png,2.8,0.14706065485775638,94.74783375508012
000137_10.png,2.8,0.12873666129897998,95.402262096465
000138_10.png,2.8,0.11995942028985511,95.71573498964803
000139_10.png,2.8,0.11778915727321522,95.79324438309945
000140_10.png,2.8,0.1442711755233493,94.84745801702323
000141_10.png,2.8,0.12616961889425643,95.49394218234798
000142_10.png,2.8,0.2367327965646805,91.54525726554712
000143_10.png,2.8,0.14826902844873874,94.70467755540218
000144_10.png,2.8,0.1198151368760064,95.72088796871405
000145_10.png,2.8,0.0865998926462694,96.90714669120466
000146_10.png,2.8,0.14512485238862033,94.81696955754927
000147_10.png,2.8,0.12374084809447114,95.58068399662602
000148_10.png,2.8,0.13617326892109505,95.13666896710374
000149_10.png,2.8,0.1360650563607085,95.14053370140326
000150_10.png,2.8,0.134736446591519,95.18798405030289
000151_10.png,2.8,0.11663488996242614,95.83446821562764
000152_10.png,2.8,0.20613870101986032,92.63790353500498
000153_10.png,2.8,0.19270831991411697,93.11756000306725
000154_10.png,2.8,0.17330220075147618,93.81063568744727
000155_10.png,2.8,0.11521610305958122,95.88513917644352
000156_10.png,2.8,0.12603735909822866,95.49866574649182
000157_10.png,2.8,0.1335400966183576,95.23071083505866
000158_10.png,2.8,0.14127729468599043,94.95438233264319
000159_10.png,2.8,0.12210563607085345,95.63908442604094
000160_10.png,2.8,0.12333805689747734,95.59506939651867
000161_10.png,2.8,0.14025528717122912,94.99088260102752
000162_10.png,2.8,0.13034782608695644,95.34472049689441
000163_10.png,2.8,0.13302909286097697,95.24896096925082
000164_10.png,2.8,0.12287514761137949,95.61160187102216
000165_10.png,2.8,0.10111239935587775,96.38884288014722
000166_10.png,2.8,0.13714117015566274,95.10210106586918
000167_10.png,2.8,0.1649758454106279,94.108005521049
000168_10.png,2.8,0.12167278582930763,95.65454336323901
000169_10.png,2.8,0.15349329039184123,94.51809677171995
000170_10.png,2.8,0.13293891572732153,95.25218158116708
000171_10.png,2.8,0.19645367686527115,92.98379725481173
000172_10.png,2.8,0.12218378958668827,95.63629322904684
000173_10.png,2.8,0.1549241009125068,94.4669963959819
000174_10.png,2.8,0.16436865271068166,94.12969097461851
000175_10.png,2.8,0.18473064949006984,93.40247680392608
000176_10.png,2.8,0.10184584004294162,96.36264856989494
000177_10.png,2.8,0.1178733225979602,95.79023847864427
000178_10.png,2.8,0.12565260332796563,95.51240702400122
000179_10.png,2.8,0.12206355340848081,95.64058737826853
000180_10.png,2.8,0.11392356414385389,95.93130128057665
000181_10.png,2.8,0.0902430488459475,96.77703396978758
000182_10.png,2.8,0.10042705314009667,96.41331953071082
000183_10.png,2.8,0.10006033279656475,96.42641668583697
000184_10.png,2.8,0.0856139559849706,96.94235871482248
000185_10.png,2.8,0.09036328502415465,96.7727398205659
000186_10.png,2.8,0.18714739667203423,93.3161644045702
000187_10.png,2.8,0.17403564143854006,93.784441377195
